link,date,headline,description,category
https://www.rbc.ru/rbcfreenews/6620d86f9a794703e2215175,"18 апр 2024, 12:12",,Азово-Черноморская межрайонная природоохранная прокуратура организовала проверку в связи с обнаружением погибших дельфинов на берегу Черного моря в Анапе. Об этомсообщилапрокуратура Краснодарского края.,
https://www.rbc.ru/rbcfreenews/6620dc279a79474b2ed4115b,"18 апр 2024, 12:10",,В Баварии арестовали двоих подозреваемых в подготовке диверсий по заданию российских спецслужб. Об этомсообщилапресс-служба Генпрокуратуры ФРГ. Они имеют гражданство Германии и России. Ранее о задержании со ссылкой на данные прокуратуры сообщало издание Der Spiegel.,
https://www.rbc.ru/rbcfreenews/6620e4d49a79476490f6eba3,"18 апр 2024, 12:46",,"Сотрудники МВД и ФСБ провели мероприятия для противодействия киберпреступлениям, в ходе которых изъяли из теневого оборота 277 тыс. SIM-карт. Об этомсообщилаофициальный представитель МВД Ирина Волк.",
https://www.rbc.ru/rbcfreenews/6620e93b9a79475184192642,"18 апр 2024, 12:50",,"Спасатели пятый день ищут мужчину, который уплыл на лодке в затопленное садовое товарищество, чтобы покормить животных,сообщаетпоисково-спасательный отряд «ОренСпас».",
https://www.rbc.ru/sport/18/04/2024/6620e5779a7947d4906ea768,"18 апр 2024, 12:34",,"Ян Непомнящий одержал третью победу на турнире, обыграв черными фигурами индийца Видита Сантоша Гуджрати, и лидирует с семью очками",
https://www.rbc.ru/politics/18/04/2024/6620ed269a79470df42fd038,"18 апр 2024, 12:53",,"Куранова задержали в 2021 году, он тогда возглавлял Научно-исследовательское предприятие гиперзвуковых систем. По данным ТАСС, 76-летнего ученого заподозрили в передаче научных разработок иностранным спецслужбам",
https://www.rbc.ru/rbcfreenews/6620d9399a7947d0a7b5bf23,"18 апр 2024, 12:25",,"Спасатели уже третий день продолжают тушить пожар в историческом здании фондовой биржи в Копенгагене,сообщаетпожарная служба Дании Hovedstadens Beredskab. Периодически пожарные тушат небольшие очаги возгорания, которые возникают на месте пожара.",
https://www.rbc.ru/rbcfreenews/6620dada9a79470aa52e0fdb,"18 апр 2024, 12:05",,"Министр экономики Германии и вице-канцлер Роберт Хабек прибыл в Киев с небольшой делегацией представителей немецкого бизнеса, об этомсообщаетZEIT Online.",
https://www.rbc.ru/politics/18/04/2024/6620e91d9a794718c1cc3a79,"18 апр 2024, 12:42",,"ВСУ атаковали тренажерный центр ЗАЭС. В результате удара никто не пострадал, разрушений на объекте нет. В последний раз учебно-тренировочный центр подвергся атаке 9 апреля",
https://www.rbc.ru/rbcfreenews/6620e04c9a7947d98072f0a7,"18 апр 2024, 12:21",,,
https://www.rbc.ru/?video_id=6620dffd9a79478570063a8d,,,,
https://www.rbc.ru/rbcfreenews/6620e19c9a7947254a7b6e13,"18 апр 2024, 12:38",,Правительство расширило перечень жизненно необходимых и важнейших лекарственных препаратов (ЖНВЛП). Соответствующий документподписалпремьер-министр Михаил Мишустин.,
https://www.rbc.ru/rbcfreenews/6620cfae9a79477d35944730,"18 апр 2024, 11:41",,"Президент США Джо Байден предположил, что тело его дяди могли съесть каннибалы во времена Второй мировой войны. Об этом президент рассказал на мероприятии в Питтсбурге, трансляцию речи Байдена вYouTubeвел Белый дом.",
https://www.rbc.ru/rbcfreenews/6620d8969a794703e2215177,"18 апр 2024, 12:03",,Мосгорсуд оставил в силе постановление Симоновского районного суда о штрафе музыканту Андрею Макаревичу (признан иноагентом) в размере 35 тыс. руб. Об этом сообщает пресс-служба столичных судов общей юрисдикции втелеграм-канале.,
https://www.rbc.ru/business/18/04/2024/6620d6cd9a794705611719ec,"18 апр 2024, 11:39",,"Авиаперевозки по России в марте выросли лишь на 2,6% в годовом выражении, до более 5,9 млн пассажиров. Общий пассажиропоток увеличился на 6,8%. Замедление эксперты объясняют сокращением провозных емкостей и ростом цен",
https://www.rbc.ru/economics/18/04/2024/6620ae789a7947e6b55e387b,"18 апр 2024, 10:49",,"В этом году средний суточный объем экспорта нефти из Ирана превышает 1,5 млн барр., основной ее покупатель — Китай. Республика наращивает свой танкерный флот, в нем более 250 судов, санкции США не мешают этому",
https://www.rbc.ru/finances/18/04/2024/6620ce349a7947412638b767,"18 апр 2024, 11:31",,"Наибольший оборот наличных зафиксирован в торговле, следом идут операции по банковским счетам и за ними — по кредитным операциям",
https://www.rbc.ru/rbcfreenews/6620d3489a794726e2005f50,"18 апр 2024, 11:28",,"Москвичам следует пересесть на общественный транспорт в связи с непогодой — в городе ожидаются дождь и сильный ветер,сообщилдепартамент транспорта в телеграм-канале. По данным МЧС, днем 18 апреля порывы ветраусилятся до 12 м/с.",
https://www.rbc.ru/rbcfreenews/6620b8349a79477ae3ce2756,"18 апр 2024, 10:05",,"Маркетплейс Ozon передаст 12,5 млн руб. на поддержку работы пунктов выдачи заказов (ПВЗ) в Белгородской и Курской областях. Об этом сообщает пресс-служба компании.",
https://www.rbc.ru/rbcfreenews/6620d09f9a79479b29d30c74,"18 апр 2024, 11:35",,"Три взрыва раздались в городе Днепре (ранее — Днепропетровск) на востоке Украины, сообщило агентство «Укринформ» со ссылкой на своего корреспондента.",
https://www.rbc.ru/rbcfreenews/6620bd059a79472a256f7dda,"18 апр 2024, 09:52",,В Якутске проводят проверку после столкновения в аэропорту самолета Sukhoi SuperJet и автомобиля наземной службы. Об этом сообщает пресс-служба Восточно-Сибирской транспортной прокуратуры втелеграм-канале.,
https://www.rbc.ru/politics/18/04/2024/6620d05d9a79475626d7e94f,"18 апр 2024, 10:59",,"В марте спецслужба провела операцию в 40 регионах России по изъятию SIM-боксов — устройств, которые вмещают сотни «симок» и позволяют совершать одновременно десятки звонков. Изъяли свыше 600 таких боксов и 300 тыс. SIM-карт",
https://www.rbc.ru/rbcfreenews/6620cb5e9a7947074417e4e5,"18 апр 2024, 10:42",,"ФАС направила производителям яиц и сетям письма с напоминанием о запрете на необоснованное повышение цен на фоне предстоящей Пасхи, об этомсообщается на сайтеведомства.",
https://www.rbc.ru/politics/18/04/2024/6620c5fe9a79475936efe62b,"18 апр 2024, 10:28",,"Накануне Совет Федерации утвердил ее кандидатуру. Подносова стала вторым председателем Верховного суда России. С 1991 года до февраля 2024 года пост занимал Вячеслав Лебедев, умерший в феврале",
https://www.rbc.ru/rbcfreenews/6620c51d9a7947494a54aa4a,"18 апр 2024, 10:59",,"Жители тюменского села Пахомова пожаловались на требование сотрудников противопожарной службы разобрать построенную для защиты от паводка дамбу,сообщаетместное издание «Наш город».",
https://www.rbc.ru/sport/18/04/2024/6620b9a19a79471b56a3cce5,"18 апр 2024, 09:50",,"Помимо Никиты Кучерова, 100 и более передач за сезон выдавали лишь четверо хоккеистов за всю историю НХЛ — Уэйн Гретцки, Марио Лемье, Бобби Орр и Коннор Макдэвид, сделавший это в нынешнем сезоне",
https://www.rbc.ru/rbcfreenews/6620c0709a794702aa4f7f46,"18 апр 2024, 10:30",,"За первые три месяца 2024 года Франция приобрела у России сжиженного природного газа (СПГ) на сумму более €600 млн, это на 75% больше, чем в первом квартале 2023 года. Об этомсообщаетPolitico со ссылкой на данные Центра исследований в области энергетики и чистого воздуха (CREA).",
https://www.rbc.ru/rbcfreenews/6620ba859a794729d2dded4b,"18 апр 2024, 10:07",,"Интернет-провайдеры в Киргизии начали блокировать доступ к TikTok, сообщает портал 24.kg со ссылкой на местных жителей.",
https://www.rbc.ru/rbcfreenews/6620cd249a794710347bd88d,"18 апр 2024, 11:09",,"Нидерланды готовы выкупить зенитно-ракетные комплексы (ЗРК) Patriot у государств, которые не планируют поставлять военную помощь Украине. Об этом заявил премьер-министр страны Марк Рютте.",
https://www.rbc.ru/politics/18/04/2024/6620c0ff9a7947fb33100729,"18 апр 2024, 10:09",,"Двух русских немцев задержали в Баварии по подозрению в передаче данных российской стороне о военных объектах Германии и США и подготовке взрывов и поджогов. Один из них в 2014–2016 годах служил в ополчении ДНР, пишет Spiegel",
https://www.rbc.ru/sport/18/04/2024/6620d0859a7947696b8653f5,"18 апр 2024, 11:13",,"По словам Алексея Жамнова, Илья Ковальчук помог команде, когда вернулся в хоккей. «Каждый что-то от него почерпнул», — отметил тренер",
https://www.rbc.ru/rbcfreenews/6620d1109a79470087ca75cb,"18 апр 2024, 11:06",,"Мосгорсуд признал законным решение оштрафовать певицу Монеточку (настоящее имя — Елизавета Гырдымова, признана иноагентом) на 30 тыс. руб. за отсутствие маркировки иноагента. Об этомсообщаетпресс-служба столичных судов общей юрисдикции в телеграм-канале.",
https://www.rbc.ru/rbcfreenews/6620c2489a79472c3d69add4,"18 апр 2024, 10:21",,Семь человек стали жертвами паводка в Казахстане. Об этом сообщает казахстанский порталOrdaсо ссылкой на первого заместителя министра внутренних дел республики Марата Кожаева.,
https://www.rbc.ru/rbcfreenews/6620c8419a7947416d10e5fb,"18 апр 2024, 10:51",,В России участились случаи давления и угроз людям с помощью анонимных посылок. Об этом сообщает газета«Известия».,
https://www.rbc.ru/rbcfreenews/6620d1909a79479b29d30c7f,"18 апр 2024, 11:20",,"В Курганской области, уплывший дом в районе Вороновки проплыл под подвесным мостом.",
https://www.rbc.ru/politics/18/04/2024/6620a64c9a7947c9f45e191f,"18 апр 2024, 08:43",,"Среди возможных мер, которые Трамп примет для этого при возвращении в Белый дом, — снижение налога на заработную плату. Из этих средств финансируются социальные программы, например медицинские страховки Medicare",
https://www.rbc.ru/rbcfreenews/6620bab99a7947cbb5e3ad9d,"18 апр 2024, 09:38",,"Каждая страна, которая хочет стать суверенным государством, должна принять закон об иностранных агентах. Такое мнениевысказалспикер Госдумы Вячеслав Володин в своем телеграм-канале. Публикация появилась на фоне протестов в Грузии против законопроекта об иноагентах.",
https://www.rbc.ru/rbcfreenews/6620a9989a7947b14105faad,"18 апр 2024, 08:34",,"Федеральная служба безопасности (ФСБ) России к 81-летию создания органов военной контрразведки Смерш опубликовала ряд рассекреченных архивных документов, передает«РИА Новости».",
https://www.rbc.ru/society/18/04/2024/6620aef49a7947aabdc6de92,"18 апр 2024, 08:55",,"Электроснабжение водозабора было нарушено из-за подтопления линии электропередач, питающей его, идут восстановительные работы. Мэр заявил, что перебои с водой ощутили почти во всех районах Орска",
https://www.rbc.ru/politics/18/04/2024/6620bbe19a7947804a036b8e,"18 апр 2024, 09:41",,"В результате падения дрона в Воронеже повреждены девять домов, склад и пилорама, а также автомобиль. Пострадала одна женщина. В области этой ночью также уничтожили три воздушных шара ВСУ",
https://www.rbc.ru/economics/18/04/2024/661fb0ab9a79477de1080a16,"18 апр 2024, 09:00",,"«Революция зарплат» начинается в России «прямо на глазах», утверждает экономист ЦМАКП Дмитрий Белоусов. Высокие выплаты военнослужащим задают новые ориентиры для рынка и ускоряют исчерпание готовности граждан к дешевому труду",
https://www.rbc.ru/technology_and_media/18/04/2024/661fd34b9a79470ca4e1066a,"18 апр 2024, 08:30",,"«Литрес» и другие сервисы стали уведомлять пользователей о скором отказе от авторизации через Apple и Google ID. Разработчики уверены, что сложности при «импортозамещении входа» возникнут у самих сервисов, а не у пользователей",
https://www.rbc.ru/politics/18/04/2024/66208b219a7947d556eb2f40,"18 апр 2024, 07:13",,"Зеленский поблагодарил лидеров Евросоюза, но напомнил о невыполненном обещании насчет 1 млн снарядов. Он подчеркнул, что армия России уже превзошла ВСУ по оружейным возможностям. Москва критикует Запад за поставки оружия ВСУ",
https://www.rbc.ru/finances/18/04/2024/661ff60b9a7947b5fa573dd3,"18 апр 2024, 08:00",,"Глава розничного направления Росбанка Вячеслав Дусалеев покинет кредитную организацию, узнал РБК. Со своих постов уйдут еще несколько топ-менеджеров",
https://www.rbc.ru/rbcfreenews/6620abeb9a79471c846e9819,"18 апр 2024, 08:21",,"В результате падения обломков беспилотника в Каменске в Ростовской области пострадал сотрудник промышленного предприятия,сообщилгубернатор Василий Голубев в своем телеграм-канале.",
https://www.rbc.ru/rbcfreenews/6620b1039a79475786b53486,"18 апр 2024, 08:49",,"Уровень воды в реке Сакмаре в пригороде Оренбурга превысил опасный уровень на 3 см,сообщилаадминистрация Оренбургского района.",
https://www.rbc.ru/politics/18/04/2024/66209e549a79473531effa2b,"18 апр 2024, 07:18",,"В результате ночных атак в Белгородской и Воронежской областях пострадали три человека, повреждены несколько частных домов и пилорама. В Ростовской области последствий атак нет",
https://www.rbc.ru/rbcfreenews/66209f549a7947aefb2dbeb5,"18 апр 2024, 07:32",,"В Ивано-Франковской области на западе Украины прогремело несколько взрывов, сообщают телеканал «Суспiльне» со ссылкой на корреспондентов и «РБК Украина».",
https://www.rbc.ru/rbcfreenews/6620a2ac9a79473c7d1a4866,"18 апр 2024, 08:05",,"США занимаются дезинформацией в Совете Безопасности ООН, утверждая, что из-за вето России и Китая орган не смог призвать к защите гуманитарных работников в секторе Газа. Об этомзаявилпервый заместитель постпреда России при всемирной организации Дмитрий Полянский во время заседания.",
https://www.rbc.ru/economics/18/04/2024/661f81f19a7947c93d8ecd6f,"18 апр 2024, 07:30",,"Перегрев в российской экономике сохраняется вопреки прогнозам: спрос опережает возможности выпуска, констатируют аналитики ЦБ и опрошенные РБК эксперты. Это может быть опасно ростом инфляции и ослаблением рубля, предупреждают они",
https://www.rbc.ru/society/18/04/2024/6620b46e9a7947c56aaddd33,"18 апр 2024, 09:21",,"Коммерческие фирмы не должны участвовать в проведении экзаменов для мигрантов и выдаче сертификатов, заявили в Минобрнауки. В регионах предложили заключать контракты в первую очередь с госвузами для проведения экзаменации",
https://www.rbc.ru/politics/18/04/2024/662096ae9a7947033b2aceb4,"18 апр 2024, 08:03",,"По Джанкою нанесен удар, заявил Зеленский. Минобороны и власти Крыма не сообщали об этом, но вблизи военного аэродрома у Джанкоя перекрывали движение без объяснения причин",
https://www.rbc.ru/?video_id=6620bfcf9a794775fc60cdaa,,,,
https://www.rbc.ru/rbcfreenews/6620b6019a79472712b1c9f3,"18 апр 2024, 09:17",,"Страны G7 (США, Великобритания, Германия, Италия, Канада, Франция и Япония) сохранят замороженными российские активы, пока не добьются от Москвы выплат за урон, нанесенный Украине во время военной операции, следует из совместного заявления министров финансов и глав центробанков G7 по итогам встречи в Вашингтоне.",
https://www.rbc.ru/rbcfreenews/66209a189a7947bc7a2a364a,"18 апр 2024, 07:17",,"На севере европейской части России температура воздуха прогнозируют на 7–10 градусов ниже нормы, когда как на юге — выше на 6–8 градусов, сообщил «Интерфаксу» научный руководитель Гидрометцентра России Роман Вильфанд.",
https://www.rbc.ru/rbcfreenews/66206f719a79471cee6feb0f,"18 апр 2024, 03:55",,"Гладков уточнил, что в результате прямого попадания снаряда в частный жилой дом в поселке Разумное женщина получила ранение стопы. Ранее над Белгородской областью сбили 14 снарядов РСЗО Vampire",
https://www.rbc.ru/business/18/04/2024/661fbb439a79470589aea093,"18 апр 2024, 06:00",,AstraZeneca пожаловалась в Следственный комитет на производителя лекарств «Акрихин». Тот выпустил в оборот аналог препарата от диабета «Форсига» во время действия патента. Продажи спорного лекарства в 2023 году превысили ₽15 млрд,
https://www.rbc.ru/rbcfreenews/66205ae39a7947696ff767bf,"18 апр 2024, 05:34",,"Почти половина россиян останутся дома во время майских праздников и продолжат работу, каждый шестой из них будет работать все выходные, показал опрос «Ренессанс Страхования». В исследовании участвовали свыше полутора тысяч респондентов по всей России.",
https://www.rbc.ru/rbcfreenews/662093c69a7947545812ce82,"18 апр 2024, 06:41",,"Уровень воды в реке Тобол в Курганской области достиг 970 см по состоянию на 8:00 (6:00 мск),сообщилапресс-служба администрации региона.",
https://www.rbc.ru/rbcfreenews/66207fb09a794714f2444043,"18 апр 2024, 05:05",,"В четверг, 18 апреля, Украине с высокой вероятностью может не хватить электрогенерации из-за резкого похолодания, сообщил гендиректор компании YASNO, входящей в украинский энергохолдинг ДТЭК, Сергей Коваленко на своей странице в Facebook (принадлежит Meta — организация признана экстремистской и запрещена в России).",
https://www.rbc.ru/politics/18/04/2024/6620503b9a794746788bd45f,"18 апр 2024, 01:55",,"В нескольких регионах Украины включили сирены воздушной тревоги, в Киевской области слышны звуки взрывов, сообщает «24-й канал»",
https://www.rbc.ru/rbcfreenews/66208dd29a7947d556eb2f4b,"18 апр 2024, 06:17",,"Четверым полковникам Вооруженных сил Украины (ВСУ) предъявлены заочные обвинения в массовых убийствах по ходатайству Следственного комитета, сообщилиТАССв Хамовническом суде Москвы.",
https://www.rbc.ru/rbcfreenews/66205c829a7947255f860541,"18 апр 2024, 02:34",,"Сирену ракетной опасности запустили в Белгороде и Белгородском районе,сообщилгубернатор региона Вячеслав Гладков.",
https://www.rbc.ru/rbcfreenews/66206a5c9a794736bd1ec57f,"18 апр 2024, 03:43",,"Глава Следственного комитета Александр Бастрыкин взял на контроль доклады по уголовным делам о хирургических вмешательствах, повлекших негативные последствия для пациентов в Москве,сообщилапресс-служба СК в телеграм-канале.",
https://www.rbc.ru/politics/18/04/2024/66207de29a79473a4dc749f3,"18 апр 2024, 05:30",,"Перспектива конфискации российских активов в пользу Киева грозит нарушить международный порядок и поднимает множество вопросов, указала глава Европейского ЦБ. Москва предупреждала о незеркальном ответе в случае изъятия средств",
https://www.rbc.ru/business/18/04/2024/661ff5149a79476a2b4e6403,"18 апр 2024, 07:00",,"Предварительный бюджет будущего нацпроекта по развитию транспортной инфраструктуры оценивается в ₽10,2 трлн, выяснил РБК. Самые дорогостоящие мероприятия — это железнодорожные и автодорожные стройки",
https://www.rbc.ru/politics/18/04/2024/66201b019a7947c98773a295,"18 апр 2024, 05:38",,"Киев намеревается атаковать «важнейшие военные объекты» с помощью дронов и диверсантов, рассказал Буданов. Он также дал прогноз насчет боевых действий в этому году. В России Буданов объявлен в розыск и внесен в реестр террористов",
https://www.rbc.ru/technology_and_media/18/04/2024/661fa1809a7947cfeb81ba98,"18 апр 2024, 03:00",,"Почти 40% россиян опасаются, что на работе их заменит искусственный интеллект, больше всего таких людей работает в банках и финансах. Об этом свидетельствуют результаты опроса, проведенного по заказу ВТБ в преддверии технологической конференции Data Fusion.",
https://www.rbc.ru/rbcfreenews/6620782f9a794759433fc446,"18 апр 2024, 04:43",,"Дуров рассказал, что в Сан-Франциско трое неизвестных напали на него и попытались украсть телефон, но ему удалось сбежать. Маск согласился со словами о том, что безопасность на улицах — лишь основное требование к властям США",
https://www.rbc.ru/politics/18/04/2024/66205f249a7947696ff767c4,"18 апр 2024, 03:14",,"Американский контингент, дислоцированный в Нигере, стал заложником ситуации, возникшей после военного переворота, а Госдеп и Пентагон подвергают жизни военнослужащих угрозе, утверждает один из командующих, обратившихся в конгресс",
https://www.rbc.ru/society/18/04/2024/66206e099a7947d7edc62272,"18 апр 2024, 04:22",,"Один из богатейших немецких бизнесменов пропал шесть лет назад в Альпах, его тело не нашли. Журналисты теперь утверждают, что он живет в Москве, а его брат был в курсе произошедшего. Прокуратура начала расследование",
https://www.rbc.ru/rbcfreenews/662052449a79473038eba00a,"18 апр 2024, 02:01",,"Власти США дезинформируют международную общественность относительно военной помощи России со стороны Китая, заявил агентствуТАССпресс-секретарь китайского посольства в Вашингтоне Лю Пэнъюй.",
https://www.rbc.ru/politics/18/04/2024/6620565c9a794769a6c1155d,"18 апр 2024, 02:38",,"Белый дом был возмущен ударом Израиля, из-за которого погибли три иранских генерала, поскольку США не были предупреждены, а Тель-Авив недооценил решимость Тегерана на серьезный ответ, сообщает NYT",
https://www.rbc.ru/rbcfreenews/662062e39a794736bd1ec578,"18 апр 2024, 03:01",,"Система ПВО уничтожила три беспилотника в небе над районом Каменск-Шахтинский в Ростовской области,сообщилгубернатор Василий Голубев в своем телеграм-канале.",
https://www.rbc.ru/rbcfreenews/662087d19a794773ca3995f9,"18 апр 2024, 05:47",,"Колумбия в скором времени может вступить в БРИКС в качествеполноправного участника, заявил президент страны Петро Густаво на встрече с бразильским коллегой Лулой да Силвой.",
https://www.rbc.ru/sport/18/04/2024/661e06ce9a79475fdbf07e91,"18 апр 2024, 00:00",,Финальная серия КХЛ между «Металлургом» и «Локомотивом» начнется 18 апреля в Магнитогорске. Кто является фаворитом в борьбе за Кубок Гагарина — «РБК Спорт» собрал мнения экспертов,
https://www.rbc.ru/rbcfreenews/662036929a794789bbde5e7e,"18 апр 2024, 00:02",,"По уточненным данным, после подавления украинского беспилотника с помощью средств радиоэлектронной борьбы (РЭБ) над Воронежем пострадала женщина 1956 года рождения,сообщилгубернатор Воронежской области Александр Гусев в своем телеграм-канале.",
https://www.rbc.ru/sport/18/04/2024/66201fad9a79474deceaca2f,"18 апр 2024, 00:56",,«Реал» Мадрид выиграл «Манчестер Сити» в серии послематчевых пенальти со счетом 4:2. В полуфинале мадридский клуб сыграет с мюнхенской «Баварией»,
https://www.rbc.ru/politics/18/04/2024/662042429a7947a9b559df4f,"18 апр 2024, 01:19",,"Если Трамп снова будет президентом, он мог бы стать посредником между Москвой и Киевом, предложил спикер палаты представителей, контролируемой республиканцами. Как писала WP, Трамп намерен заставить Киев отказаться от территорий",
https://www.rbc.ru/sport/18/04/2024/662046139a7947c22bfe4e1a,"18 апр 2024, 01:23",,"Последним участником 1/2 финала Лиги чемпионов стал мадридский «Реал», победивший «Манчестер Сити»",
https://www.rbc.ru/society/17/04/2024/662033619a794734a39e9350,"17 апр 2024, 23:59",,"В Ульяновской области рядом с селом Гулюшево лопнуло колесо у автобуса, в котором ехала детская хоккейная команда, пострадали трое детей и двое взрослых",
https://www.rbc.ru/society/18/04/2024/661fd3a49a7947ddc1d523e9,"18 апр 2024, 00:00",,Рособрнадзор посчитал возможным изменения балльной системы экзаменов для мигрантов и включение в экзамен проверки устной речи. Такие изменения предложил внести в экзамен Институт русского языка имени Пушкина,
https://www.rbc.ru/rbcfreenews/662027199a7947845c58d9d0,"17 апр 2024, 23:06",,"Истребители израильских ВВС нанесли удар по инфраструктуре членов ливанской группировки «Хезболла», которую власти Израиля считают террористической,сообщилаАрмия обороны страны (ЦАХАЛ) в телеграм-канале.",
https://www.rbc.ru/rbcfreenews/662042699a7947f3f3c19c56,"18 апр 2024, 00:44",,"В Белгороде объявили опасность атаки беспилотников,сообщилапресс-служба мэрии города.",
https://www.rbc.ru/politics/17/04/2024/661fed179a7947d248309cae,"17 апр 2024, 23:00",,"Франция отозвала своего посла в Азербайджане, Баку обвинил Париж в деструктивной деятельности и разговоре «на языке угроз и давления». Чем вызвано ухудшение отношений между двумя странами — в материале РБК",
https://www.rbc.ru/rbcfreenews/66204d289a7947cca87db774,"18 апр 2024, 01:40",,"Жители Оренбургской области, построившие «несанкционированную» дамбу, пригласили геодезистов, чтобы остановить паводок, сообщил РБК житель ЖК «Перовский» Александр Ильин.",
https://www.rbc.ru/politics/17/04/2024/661fd9f39a79470998279764,"17 апр 2024, 23:43",,"В 2023 году в России выросло число приговоров за терроризм, госизмену, дискредитацию военных и фейки об армии. Снизилось число приговоров за неуплату алиментов и участие в беспорядках, следует из статистики Верховного суда",
https://www.rbc.ru/rbcfreenews/66203e7b9a794730b4bd4352,"18 апр 2024, 00:40",,"Сенат конгресса СШАзаблокировал две статьиоб импичменте министру внутренней безопасности Алехандро Майоркасу, которые касались «умышленного и систематического отказа соблюдать закон» и «злоупотребления общественным доверием», сообщает CNN.",
https://www.rbc.ru/finances/18/04/2024/661fad959a79471f5dd1ccda,"18 апр 2024, 00:00",,"Длинные ОФЗ стали непривлекательными для инвесторов в первом квартале 2024 года, отмечают в «Эксперт РА». Но в будущем, при замедлении инфляции и смягчении политики ЦБ, спрос на госбумаги может резко вырасти, допускают эксперты",
https://www.rbc.ru/politics/17/04/2024/66202fc29a7947c4e8b51b36,"17 апр 2024, 23:23",,В Белгородской области объявили сирену ракетной опасности перед работой систем ПВО. Снаряды РСЗО Vampire сбили на подлете к Белгороду,
https://www.rbc.ru/rbcfreenews/66202dad9a7947028284204a,"17 апр 2024, 23:25",,,
https://www.rbc.ru/society/18/04/2024/662033749a79470880a012b6,"18 апр 2024, 00:38",,"Клиенты Uber также оставили в машинах плакат Хиллари Клинтон, копченую свиную грудку и чемпионский пояс WWE. Самыми забываемыми вещами оказались телефоны, одежда и кошельки",
https://www.rbc.ru/society/18/04/2024/66202ba29a7947371bea32c5,"18 апр 2024, 00:55",,"Военнослужащий из зоны военной операции и священник в 1990-х возглавляли ОПГ и боролись за лидерство в криминальном мире путем убийств и похищений людей, некоторых жертв не могут найти до сих пор, следует из материалов дела",
https://www.rbc.ru/rbcfreenews/66202a8e9a7947845c58d9d2,"17 апр 2024, 23:08",,"Сирену ракетной опасности запустили в Белгороде и Белгородском районе,сообщилгубернатор региона Вячеслав Гладков в телеграм-канале.",
https://www.rbc.ru/politics/17/04/2024/662022c09a7947c02eaa2403,"17 апр 2024, 23:15",,"В Тбилиси третий день подряд проходят протесты против законопроекта об иноагентах. Правящая партия обещает принять его, президент предупредила, что наложит вето. Участники митинга двинулись шествием к зданию правительства",
